age,education_level,years_experience,job_level,gender,industry,city,hours_per_week,remote_ratio,salary
24,4,23,3,0,3,1,56,50,79423.80045089909
22,1,9,5,1,0,2,34,0,64566.137261253534
20,5,22,4,1,1,1,51,50,88052.26889476017
57,4,15,3,0,0,0,54,100,72411.701163621
34,3,36,3,1,3,1,50,0,98711.61689606946
53,3,15,3,1,3,4,41,100,67578.06772755629
54,3,30,1,2,2,2,55,50,82856.722314361
44,4,5,3,0,1,4,37,100,57981.32033824593
43,3,29,3,2,4,1,34,100,89063.94478015097
31,4,36,5,1,4,1,32,50,113292.76497922538
37,3,0,3,1,0,0,51,50,44325.31736542907
34,1,24,3,0,4,2,42,50,78359.07610669306
35,1,20,5,1,4,1,33,50,81931.68047407616
46,2,34,1,2,3,0,50,50,82857.05354095928
27,3,37,4,2,3,0,37,50,107119.76541480375
44,3,4,5,0,3,4,56,100,61081.15252544885
36,4,11,1,0,4,2,56,50,57983.38154436233
48,4,4,4,1,0,3,33,50,57784.313319648325
27,3,8,3,0,1,0,36,50,54626.381828220714
34,2,8,5,0,2,3,32,50,66133.63515698412
46,3,34,3,1,0,4,33,0,98418.95212875445
26,4,0,5,1,3,0,53,100,57437.05490559223
22,3,9,4,2,0,2,37,100,65389.618631123914
48,4,38,1,2,1,3,42,0,96568.63522871582
43,3,35,5,0,3,2,42,100,107808.91285660904
22,5,36,1,1,1,3,38,100,99204.4590145637
39,4,34,3,0,2,4,49,50,98501.36591472573
34,2,16,3,2,0,0,55,100,71770.01386628932
44,5,12,4,0,2,0,49,0,74923.65143166356
49,3,5,4,2,4,4,34,100,61852.8984090621
33,4,36,2,2,0,1,43,0,98534.46832714012
26,5,31,2,0,4,5,34,0,92408.93999511449
36,2,10,4,2,1,3,32,100,62477.87503897104
39,4,16,3,2,4,1,30,50,71146.72061129194
55,5,4,1,1,1,4,39,0,44131.755179678396
28,5,5,4,0,2,2,44,100,63243.593406749336
57,5,9,1,0,3,2,46,100,55785.93320319025
41,1,32,2,0,2,4,41,50,85440.49151915348
21,3,29,1,2,4,2,43,50,80805.86496029094
43,4,20,4,2,1,4,53,100,85472.2758920032
27,4,16,3,2,4,3,33,50,70872.77057384737
30,4,26,4,0,3,3,58,0,93454.94276373884
32,5,2,5,1,0,1,40,100,65604.89251181095
36,3,28,5,0,0,4,55,50,99856.65959050784
27,2,1,5,0,0,2,44,100,58514.296894110004
40,4,28,3,0,4,4,43,50,92601.17424848821
37,3,35,4,1,0,0,56,0,101705.13774846401
49,3,33,5,0,1,1,47,100,104757.69829153227
37,1,36,4,1,3,0,51,50,102037.29405310347
50,4,0,2,1,2,1,38,0,43224.4742240474
57,5,25,5,0,1,1,44,0,93127.80738495773
51,3,0,5,0,3,5,50,50,51229.10782541362
30,3,3,3,0,2,0,32,100,46501.48842737436
44,2,38,4,2,0,1,49,50,107928.23401793024
52,1,13,3,1,2,4,42,50,62262.59835968787
57,3,17,3,0,4,4,31,0,70963.92205135325
27,3,33,4,1,4,0,44,50,99336.18396523385
30,5,0,2,2,0,3,43,50,46650.253173692894
41,5,21,4,2,0,3,36,100,87834.05957132466
43,2,15,2,0,1,0,58,50,58436.097438753684
36,2,21,3,1,1,1,33,100,73613.29639232188
31,2,15,2,2,4,1,33,50,60772.13906092155
51,5,27,2,2,3,1,53,0,84472.56652936216
34,5,27,2,1,1,0,39,50,84896.7469454221
35,1,21,5,2,3,1,50,100,82272.18373896973
41,4,5,5,1,4,4,48,100,63897.40287609487
47,4,24,3,0,1,1,42,50,84760.69856749424
39,1,1,4,1,3,0,57,50,49138.109553930924
52,4,6,2,0,3,1,35,50,48018.47060214164
29,5,16,5,1,1,4,37,100,82677.44918062989
59,4,34,4,2,0,0,39,100,100215.84131541081
51,5,19,2,0,2,3,46,0,76592.3445158287
52,1,1,4,1,0,0,38,50,48464.78388330859
21,2,6,1,0,2,2,43,100,42237.05085719249
52,1,31,2,1,3,3,58,100,84350.96193335559
52,4,18,4,1,1,3,49,100,82183.9193927161
32,5,11,2,0,4,0,34,100,57703.245159940445
49,4,8,2,0,1,2,55,0,53325.014429501935
52,4,26,1,0,0,3,32,100,76997.52387132387
32,2,13,4,2,2,1,38,100,66124.62509413903
45,4,1,3,1,1,2,58,50,48148.44602427938
41,2,20,5,1,2,2,41,0,80417.95586235207
58,5,3,2,0,0,0,51,0,47670.87102385665
21,5,20,2,1,0,0,30,0,73362.43377442415
57,2,21,2,1,1,0,54,50,73746.41710316318
58,1,1,2,1,4,2,40,0,39760.5197447728
45,5,16,5,0,4,4,34,100,81276.97769826456
34,1,18,3,1,2,0,48,0,67908.78792396365
53,5,39,1,1,1,4,33,100,99132.03057121887
59,5,23,3,2,3,3,41,0,82929.63229833792
30,3,19,5,2,0,1,45,0,83158.44245607364
22,4,37,4,0,2,1,45,100,111761.67110902634
25,4,11,1,1,0,4,50,50,52042.2873657188
28,1,24,1,1,2,2,30,50,72161.12624970559
25,4,22,4,2,1,5,55,50,83511.60920878717
28,1,33,2,0,2,4,32,100,82276.93470106514
58,5,31,5,0,2,0,52,100,109753.41848900498
50,3,23,4,1,3,4,54,0,86096.01136061706
51,3,24,3,2,2,3,51,0,81688.7987419774
31,5,2,3,2,4,4,49,100,53773.06545079093
27,2,24,4,2,2,0,44,0,82114.2610461764
27,2,27,5,1,2,4,49,0,93386.642009495
47,4,11,1,1,1,0,54,50,56407.78009084393
39,1,25,1,1,2,0,46,100,68126.6400547248
26,3,7,2,2,5,3,51,50,50091.311138129386
30,4,4,5,2,1,3,33,0,66301.0556677071
39,5,10,3,1,0,1,32,0,64892.687764876835
35,3,34,3,1,4,0,40,50,97705.4311176497
23,1,26,2,0,4,0,30,100,73154.62479737113
25,1,37,3,0,0,0,34,0,97503.2033975191
41,2,18,2,2,2,1,33,100,68776.84699485546
45,4,31,2,1,3,2,55,50,85891.2743113567
22,5,27,4,2,3,3,49,0,93546.00279253694
33,3,35,1,1,3,3,37,50,90929.80474358951
30,1,17,5,2,3,0,40,100,78268.26315043302
37,3,9,5,2,2,1,40,0,67879.06908243726
31,5,31,1,0,0,0,47,100,86317.97454153346
42,3,17,5,1,0,3,56,100,80896.73413226077
31,4,11,3,0,4,1,39,0,60009.14823305235
32,2,7,3,0,0,4,56,50,54622.15102115495
44,3,32,5,0,3,3,59,0,100882.19152966891
38,2,37,4,1,2,4,55,100,105045.12746021038
55,5,13,5,2,1,5,42,100,76314.46960985371
27,2,1,2,2,1,4,49,100,42224.665739676784
48,3,8,2,1,3,1,45,0,52799.311225389814
51,3,4,1,1,4,4,56,100,39609.033410252734
37,1,33,3,2,1,2,46,0,89141.17300049329
25,3,18,4,2,3,3,47,0,76603.36047103663
37,2,6,5,0,2,2,55,100,62796.38477848548
38,1,38,2,2,1,1,55,100,93384.46988369818
41,3,16,3,0,3,4,32,100,70512.495804557
56,3,25,3,2,1,4,57,50,83858.69984513478
51,5,26,4,2,2,1,30,50,95843.87965763264
22,1,27,4,2,0,0,31,50,91720.28923029557
47,5,19,4,0,0,1,52,100,83014.0977239407
29,5,5,4,0,2,1,55,100,62143.25024289776
54,5,7,2,2,2,2,55,50,56259.87950177546
48,4,31,4,0,0,2,35,0,97925.43055485305
34,5,18,3,0,2,1,47,50,74219.0821349788
52,2,31,3,0,2,3,46,50,88882.41149756353
26,3,18,5,0,2,4,55,0,82949.70918665273
31,4,23,3,1,0,1,43,50,82964.71033137476
49,5,23,3,0,0,0,54,50,88503.06242716948
40,3,16,2,2,1,4,46,50,61744.62398113471
50,1,17,3,0,0,3,55,0,68019.05673738827
43,1,11,1,2,1,1,50,0,47830.246779507084
39,3,22,3,0,0,3,54,50,81237.74328789925
56,2,17,5,2,4,4,58,100,77043.24013979206
23,3,15,5,1,1,0,38,50,79939.0804588447
47,3,15,4,2,2,4,51,0,72348.88173404992
39,4,35,2,0,4,4,48,0,97317.86984395888
43,1,22,5,0,0,1,31,0,84826.99685144647
51,1,21,1,2,0,4,32,100,65113.74388123038
55,5,38,1,1,4,1,45,100,97650.82403317768
53,3,32,4,0,3,1,45,100,96923.05068427672
55,3,23,2,0,2,3,30,50,71342.76591433518
21,2,19,2,2,1,0,48,0,70496.74351028858
34,1,32,3,2,4,1,47,50,89381.94285885563
53,2,30,1,1,1,2,53,50,81510.43556559295
55,4,39,1,2,0,3,39,100,96334.44464861602
25,5,7,1,0,3,1,52,50,52449.87881432139
58,2,9,1,2,3,1,46,100,45536.026204860245
31,1,0,5,1,1,3,30,100,52320.96705005441
22,4,20,2,1,0,4,34,0,79217.21654645576
37,3,24,3,0,3,1,33,0,80027.10129120489
59,4,31,5,2,2,0,53,50,105718.42618987452
40,2,9,2,0,0,1,53,50,52406.77146686839
34,1,8,4,1,4,5,48,0,59804.706835791985
52,2,19,1,1,4,2,50,50,62621.09110656465
54,3,19,3,2,4,3,36,0,70900.07152904817
45,3,39,2,2,2,3,37,0,100434.5129721845
27,1,6,4,0,0,0,48,100,56738.72075819996
55,5,10,1,1,1,4,37,0,58226.58005527041
49,4,20,4,0,1,0,55,0,80548.86203191474
42,4,37,4,0,0,0,38,100,109065.4233428762
33,3,18,5,0,2,1,48,100,80660.16866614873
33,2,14,4,1,0,2,57,100,72045.2220782453
21,2,5,5,2,1,3,47,100,62948.14534751295
56,5,9,5,1,0,0,43,0,72986.25984815221
24,2,15,4,0,4,0,47,0,68841.75786633816
57,4,10,2,1,0,4,34,0,58003.45671382896
33,2,34,4,0,3,4,57,0,101063.06984469014
58,5,7,4,0,0,2,55,0,67672.18713966665
44,4,27,2,2,1,3,57,0,80869.93108103982
39,2,2,1,0,1,5,30,100,34978.29826262915
21,4,1,3,1,1,1,35,0,47377.11105497087
58,3,13,1,2,4,4,36,100,55038.66085763111
25,3,28,4,2,1,0,57,100,91782.14407553883
36,3,2,1,2,3,1,58,0,40701.5232860807
44,2,0,3,2,0,0,34,100,45088.83594215642
47,5,14,1,2,2,2,56,0,62538.69245713887
21,4,19,3,1,1,2,37,50,78962.51490101634
54,1,21,1,0,0,1,35,100,60502.103619424284
56,3,33,5,0,4,4,30,50,105290.90226767873
24,3,32,4,0,0,2,54,100,99217.72336574885
20,1,8,3,0,1,4,41,0,52291.68427480878
59,1,2,4,2,1,1,34,0,49894.583131306084
31,2,1,5,0,1,1,58,0,56341.936170820125
55,4,3,1,0,3,0,34,0,41427.736322911376
42,3,15,4,2,0,1,44,100,73580.9921563485
50,5,32,1,2,2,0,46,0,87295.80245593301
30,2,8,1,2,3,4,34,50,47212.49246950099
29,2,39,4,0,2,0,48,100,109342.54497306846
22,5,37,3,2,1,4,39,50,106544.6860177136
33,5,17,3,2,2,2,58,0,78445.4067905697
35,5,15,4,1,2,4,32,0,72345.98989559835
29,1,7,3,1,3,3,40,0,51667.79878729179
48,3,22,2,0,3,0,55,100,71745.74126015951
29,1,35,1,2,0,2,37,50,87602.7873131259
31,3,2,4,0,5,4,54,0,51477.02577775477
49,1,14,5,1,3,1,42,0,75835.58025822236
20,4,37,4,1,0,0,35,0,107864.64266897361
24,3,32,4,2,2,4,32,100,97550.32627003427
39,2,17,1,0,2,2,53,100,60090.370101446715
27,3,22,5,1,1,1,48,0,92901.18267969516
31,3,2,1,2,3,0,36,50,37224.3051005545
20,3,29,3,0,4,2,31,0,90003.78100322251
39,4,16,4,2,3,1,51,100,77714.22352126305
47,1,31,1,2,1,3,53,0,76491.8655901087
56,2,6,2,1,0,1,48,50,46702.73519065361
56,1,38,4,0,3,0,42,100,102896.64222715903
31,1,13,3,1,2,3,54,50,61708.33005905165
56,5,14,1,0,4,4,40,50,58113.17530797762
47,4,11,1,0,0,3,38,0,54564.6204122285
34,5,7,2,2,3,3,48,100,53176.90148434709
25,4,15,3,2,0,3,48,100,70090.26541727735
39,1,33,2,0,2,1,50,100,84191.02245118956
33,1,23,4,2,4,3,54,50,84140.21335611904
21,4,28,5,1,2,3,43,100,100529.82258421568
28,1,15,1,0,4,4,41,50,52899.672723748656
56,1,4,2,1,0,3,58,100,46370.47320407006
39,2,4,1,2,3,1,30,0,36937.80528444262
45,5,29,1,0,4,2,30,50,83444.44696257878
48,5,4,2,2,2,2,46,0,51865.76136230504
20,5,12,1,1,4,1,33,0,57386.764748531095
54,3,34,3,0,0,1,42,0,96702.15132039049
25,2,24,3,2,0,3,52,0,78600.33480326424
56,5,13,5,1,0,1,57,50,77762.87238253193
24,5,25,3,1,3,3,40,100,89230.65321933567
52,2,17,2,2,0,0,47,50,64681.661523823976
33,1,19,3,0,3,4,41,0,71117.5514067823
39,1,6,4,0,4,4,49,100,54745.56153911869
43,5,9,4,1,2,0,30,0,67093.26922350329
53,4,14,2,2,3,4,47,50,62520.14937819028
44,3,16,5,1,3,3,31,50,80091.59899205407
48,5,10,3,2,2,2,59,50,68876.89187843713
58,4,33,5,2,4,4,40,50,107576.91881430033
50,2,26,1,2,0,4,44,0,66911.05511898235
42,4,20,5,1,4,3,44,100,88551.82576206255
57,2,30,3,0,3,3,35,50,89736.55623512452
39,5,3,2,2,0,4,33,0,51471.66016539008
42,2,16,1,2,1,1,41,50,60570.57683464695
35,4,19,5,2,2,0,52,100,92237.18163529671
27,3,24,4,1,4,2,57,0,86875.8142407151
40,1,39,3,0,0,2,40,50,100977.49812608244
20,1,22,2,0,2,0,57,100,70672.15088322855
27,3,14,3,0,4,4,37,0,66308.74323552514
48,1,32,5,2,3,4,31,0,99529.8590093881
51,5,18,2,2,3,4,45,50,70557.54271016289
57,5,14,4,0,3,4,31,0,75190.3403849199
24,4,4,1,1,1,4,50,0,43748.63011798775
41,4,15,5,0,3,2,33,50,81474.17475271401
53,2,31,2,2,3,4,57,50,86341.34873056429
20,4,21,1,0,3,3,59,0,67253.26197367819
45,5,31,2,0,5,1,55,50,88809.39922201486
29,4,12,5,0,2,4,31,50,75029.13291235121
49,1,37,2,1,1,3,54,0,95652.22806379932
37,2,25,4,2,4,2,38,50,87297.26282295185
36,2,16,2,2,1,3,58,100,63295.42286484132
45,5,4,5,0,2,0,55,0,67472.32407513807
27,4,32,2,2,3,0,42,0,88538.32652044098
59,1,26,1,1,3,3,57,100,72457.02188226253
31,4,4,1,0,4,4,49,50,42824.77436844185
46,3,36,3,1,1,4,31,50,96783.25985612479
27,4,6,3,0,1,4,48,50,56628.392400048695
44,5,17,4,0,4,3,37,0,82619.47292098167
23,4,30,1,0,1,0,58,50,83381.81189038607
52,2,5,3,1,1,0,40,50,51263.024535475066
20,1,1,2,2,1,2,37,0,36976.580092581324
38,5,12,4,2,4,0,45,0,72679.13429094965
50,3,10,5,2,4,0,57,50,75314.68375954534
35,1,25,3,2,2,1,59,100,81051.86165141847
33,1,20,3,1,1,0,52,0,72056.75875743292
24,2,1,1,2,2,3,58,100,33601.44380288393
45,2,39,4,2,0,4,49,100,103497.49884234431
47,2,19,1,0,0,3,46,0,60025.164597393086
21,5,16,1,1,1,4,55,100,63318.420194988605
25,4,15,4,0,3,4,54,50,73530.71212165462
28,1,4,2,2,0,2,44,100,39996.5559790808
52,4,13,3,0,3,0,36,50,67180.4508593753
44,4,23,1,2,2,2,58,0,69641.07660887322
32,2,3,3,0,1,4,30,50,49278.08201164488
28,4,23,4,1,2,1,43,0,89170.41026672402
32,1,8,2,0,2,1,45,100,52319.760327411386
50,1,2,5,0,4,2,50,0,52852.52849260083
30,3,8,2,0,1,2,32,50,51729.92274847411
23,5,17,4,0,4,0,47,0,78366.6045362834
53,4,35,2,2,2,2,48,100,97403.80199260393
57,5,18,5,0,3,2,35,100,85195.44742094255
23,5,23,1,1,1,3,57,50,73531.8790261987
57,5,3,2,0,1,2,52,50,49472.9842726154
38,5,8,4,1,0,2,55,0,64933.621510412566
25,1,32,2,0,3,3,38,50,87522.47877636053
53,4,0,5,2,3,4,42,0,55528.8832269387
37,3,34,4,1,2,4,55,50,102289.16384086694
32,5,9,2,1,2,3,41,100,56505.985201609285
42,3,11,4,0,2,0,44,100,66476.91041051627
38,1,17,5,2,0,2,56,50,77539.53469398926
30,1,13,1,2,3,0,36,0,49603.293029617875
20,2,9,5,1,4,1,41,100,60433.49219742195
43,5,9,1,0,3,0,46,0,55701.405323213025
26,2,17,3,2,4,2,42,100,65669.26069725901
44,3,23,5,2,1,4,52,50,89477.27264176965
40,4,0,1,2,4,2,58,50,38044.84062442339
34,2,29,3,0,1,2,46,50,87440.02257958666
20,1,14,3,0,2,2,58,100,63245.376691760706
31,5,7,3,1,3,0,37,50,60026.321824015606
26,3,34,4,0,2,4,47,50,102258.97195069486
34,1,17,5,2,3,4,31,50,78249.62223275517
40,4,15,5,1,4,0,46,0,83211.12188476206
38,5,20,5,0,3,0,54,50,88851.5194598989
48,4,14,5,2,4,0,41,0,81518.4951505129
44,4,4,4,2,3,1,42,0,58436.91793264902
52,5,6,5,1,1,1,44,100,70156.71761163604
51,5,6,1,1,4,2,59,50,49479.14770841404
54,4,26,3,0,2,1,40,100,85047.40063963893
57,3,24,4,0,2,0,53,50,84008.71659265825
45,5,21,4,1,2,0,38,0,87340.88959958756
30,1,12,5,1,2,0,37,100,67695.07974987345
54,2,16,3,2,1,4,49,0,66024.39790329168
27,3,12,1,0,1,4,54,50,53312.59977841512
33,5,25,3,2,0,1,44,100,89653.85747041061
29,5,8,2,1,0,3,53,50,59687.192703591856
21,3,4,3,1,0,3,46,100,49222.83007909953
28,2,38,1,1,0,0,55,50,85484.43814362345
22,4,32,1,0,3,4,43,0,85665.21569720155
40,1,3,1,1,4,2,34,0,35130.94247883526
45,5,27,4,1,2,1,59,100,98781.14405917423
27,2,25,4,0,3,4,45,50,87951.71214436667
21,1,3,2,1,1,0,54,50,39832.22127037789
25,3,15,3,0,2,0,58,0,65791.17181586994
47,5,36,5,1,4,3,57,100,114922.6610245504
48,4,21,2,0,4,0,37,50,73226.33074616217
45,3,35,5,0,1,0,46,50,106801.17502762956
44,5,37,5,0,2,2,51,0,116096.53668670855
31,2,34,2,0,0,1,40,50,87880.34149620733
24,1,24,3,2,2,2,51,0,78470.07262312956
53,1,7,5,0,2,3,47,100,63328.510279315575
56,5,16,4,0,4,4,56,50,76299.43620210973
34,3,17,4,0,1,3,31,50,77310.60037210704
55,4,11,2,0,2,0,30,0,59447.47705332935
34,2,32,5,1,3,1,51,0,97943.9458841914
42,5,22,2,1,3,0,38,50,78435.21121859801
25,2,11,4,0,1,1,37,0,64115.595468409156
40,1,10,2,0,0,1,50,0,51279.376917117064
42,4,12,5,2,2,1,53,100,77254.28302190539
35,2,34,5,0,2,4,31,0,104189.5670358399
34,5,26,4,0,4,3,41,50,97234.75906259746
44,4,24,1,0,2,4,56,0,68976.4929113448
55,3,39,1,1,0,4,35,50,94779.40153808107
30,5,2,3,0,2,4,57,50,51357.930660763384
34,2,24,4,0,2,2,31,0,83646.4882180755
23,4,9,3,2,4,2,53,50,59415.336675763356
40,5,16,4,1,3,2,41,100,80234.51278313958
32,4,2,5,2,3,4,47,100,58354.10785821868
41,4,21,4,0,0,0,34,50,87671.44488684571
38,4,37,2,2,5,2,42,100,100029.05532347877
53,2,13,3,0,1,2,57,0,62112.832844740384
33,5,26,4,0,4,4,52,0,93103.3236201491
23,1,19,3,1,2,3,52,0,72197.63217231385
46,1,17,4,2,4,0,33,50,72872.73183757355
48,2,12,1,0,3,1,37,0,54592.84141668626
47,2,5,3,2,0,1,59,0,51081.22441405289
54,4,9,5,1,1,0,52,50,73449.05403035984
27,5,36,5,0,2,4,39,100,115379.2762531839
35,5,28,4,1,1,3,50,0,98375.58547576936
55,3,5,5,2,3,3,43,50,63208.690193190334
49,3,38,5,2,2,1,49,100,113972.67222426136
37,1,10,3,2,3,3,59,100,56088.046718639314
21,3,24,4,0,5,1,31,100,85512.81020321553
32,3,29,3,0,1,2,31,0,89843.63122005296
23,1,19,4,0,3,4,33,100,76848.02635188035
45,1,36,5,1,2,3,53,100,106058.73847140116
44,3,15,4,2,3,4,40,100,70775.56376858066
49,5,30,4,2,2,2,51,0,99411.10398162293
30,3,28,2,2,4,5,38,50,83525.20673549165
26,4,5,4,1,4,0,47,100,63643.90688673608
50,4,28,2,0,2,0,58,50,86763.82644539709
29,4,31,3,1,3,1,52,100,96708.88896483241
58,2,8,2,2,2,1,59,100,46371.156648962686
32,4,36,3,2,1,0,46,0,105601.62442852459
50,5,22,4,1,3,2,31,100,88963.21647736657
26,2,15,3,0,2,1,59,100,64175.89201346686
55,2,17,5,0,1,0,56,50,77018.30848927106
39,4,18,4,2,0,4,54,0,78671.44096107408
23,3,1,2,1,1,0,58,50,40799.57925758792
26,1,9,1,0,2,0,53,50,46051.437103155746
20,3,11,4,1,3,4,54,50,66165.48591365496
32,3,17,5,2,3,1,59,50,82034.21552065018
41,2,18,3,2,4,4,36,0,70685.39124810554
40,2,37,2,2,2,1,41,100,96514.9745729504
41,2,36,2,2,1,2,45,0,92820.41734181519
47,5,26,5,0,1,1,39,100,95708.94868280203
28,5,13,5,2,2,3,57,100,77314.31570427793
45,1,33,4,0,1,1,40,50,97629.53570043051
28,2,1,1,2,0,3,38,100,38470.051502064045
34,4,32,1,1,4,1,33,0,86844.84711901018
29,2,18,3,2,3,4,45,100,75156.08958212563
43,5,26,2,0,1,1,48,0,80029.28528397973
27,2,29,4,1,0,0,49,0,92803.47083869412
43,5,6,2,1,2,1,34,0,50927.81544950917
35,2,26,4,2,1,4,41,100,89267.13177609528
45,4,20,5,2,2,4,39,50,90606.59537524212
46,1,6,3,1,0,1,43,0,48119.02807418266
56,4,24,5,0,5,1,49,50,96116.79527476689
23,5,37,2,2,3,1,49,0,104250.2611784837
43,3,17,3,1,2,2,41,100,69755.93045571822
38,4,32,4,1,4,3,52,0,104459.55063056442
55,2,32,4,0,3,1,33,100,95324.62678161646
58,1,31,3,0,2,1,49,100,88890.58668162383
29,2,24,5,1,2,3,54,100,95187.65980744356
44,2,13,3,0,0,0,38,100,62518.73401760731
37,4,37,5,2,0,2,43,50,112918.05325001889
38,1,37,3,1,2,2,34,100,97406.27632416484
55,3,3,5,0,0,0,38,0,59685.34084380312
29,2,17,1,0,2,3,56,50,63178.87029922099
52,1,9,3,0,2,3,31,50,55815.57836681785
24,3,34,5,0,3,4,41,50,110733.323031556
54,2,34,2,1,3,3,57,50,92005.85814964902
53,1,39,2,0,4,2,41,0,93207.67242078735
52,4,22,3,2,3,4,42,100,82853.45176991839
40,2,24,3,2,1,1,50,0,79757.33898344358
36,2,0,4,1,1,1,40,100,49141.07570077433
41,1,17,5,1,0,1,52,50,81287.03279416346
56,2,14,3,2,1,4,37,50,64025.44842500664
34,3,24,2,2,3,2,57,50,76899.89569876292
54,2,31,2,1,4,3,50,50,88817.32343288115
47,5,19,2,2,2,4,41,100,73214.68804684993
26,3,16,5,2,4,2,38,50,80631.89253154791
51,1,10,1,1,3,3,41,100,46384.66098908882
30,3,12,3,1,3,0,40,50,63442.21623726672
29,5,24,1,0,3,2,48,0,74727.63594541544
28,5,19,5,0,0,0,58,50,85883.42197577123
33,2,24,3,2,1,1,57,100,78719.807254306
32,2,30,4,1,3,1,37,100,94682.14267918257
44,4,0,3,0,2,2,56,0,46068.38463161319
21,3,15,3,2,1,0,54,100,68022.03272296628
54,4,27,3,2,1,4,36,0,90560.19824924579
26,5,20,3,2,0,3,50,50,80147.71809318221
40,2,29,3,2,4,1,54,50,91957.53869953928
37,2,2,5,1,1,1,56,50,58261.94589698931
22,2,33,3,2,1,1,43,100,89781.21164091644
58,1,5,5,0,3,1,58,50,57531.171549949686
58,2,2,3,2,3,2,57,50,46574.92910660047
43,5,32,5,0,2,0,53,50,110772.44117926843
38,2,10,3,0,1,4,51,50,59462.50326814896
23,3,4,2,1,5,0,31,100,45541.94599122708
45,5,31,3,1,3,4,49,100,99789.78165059848
57,4,17,4,1,3,2,41,100,76776.87482623111
51,1,19,5,0,4,1,30,100,81908.64880754362
58,4,38,3,0,0,0,57,50,103514.27534621865
55,5,39,3,2,4,4,55,100,109375.36363376974
59,2,27,5,1,1,3,50,0,93565.72532825597
56,5,12,1,1,2,4,58,50,55697.50296279796
52,1,25,2,1,3,0,59,50,71294.54049848956
55,5,15,2,2,5,2,39,0,68490.78397994833
22,2,24,3,0,3,1,30,100,81743.30301540733
28,4,9,5,1,3,3,51,0,72632.66589381515
27,3,28,4,0,1,0,39,100,93065.6107693291
52,4,37,3,0,0,2,37,0,100240.48022056837
25,2,19,2,1,4,4,42,50,67706.9340439925
58,2,25,3,0,4,2,43,100,81774.09627446272
23,1,31,5,0,3,2,39,100,102530.22792362967
32,5,38,4,1,3,1,30,100,111082.1580752403
21,5,37,1,1,2,0,35,50,94718.16158238242
24,4,23,4,2,3,2,41,100,87971.52180375054
46,3,30,3,0,4,4,49,0,90854.79631617601
51,3,39,2,0,2,4,44,100,99312.0746774893
40,1,11,5,2,2,1,42,100,66170.38392284203
27,2,35,3,2,3,2,44,50,97332.88910646895
57,1,9,1,1,2,4,54,0,45174.61914625337
27,5,5,5,2,0,4,57,0,64889.71522971494
22,2,6,5,1,3,1,45,0,61831.83293790339
22,1,30,5,1,0,2,53,100,94587.2003661138
41,4,26,3,1,3,1,41,100,86848.25521664745
25,5,7,1,0,0,2,49,50,53355.68904356736
21,3,2,3,0,3,4,40,50,47518.975067886786
42,1,39,5,1,4,0,41,100,110328.33968071397
21,5,20,5,2,3,4,56,0,90034.86926695587
57,5,0,2,2,4,0,31,0,47736.12887464546
36,3,14,4,0,1,2,58,100,71981.80379665618
54,3,6,3,2,1,2,58,0,52603.63990103446
53,3,14,1,0,3,3,51,0,62083.98894338055
42,1,24,5,2,4,2,59,100,90059.06882266002
49,3,2,3,2,4,2,32,50,44229.34826083298
27,4,29,4,0,2,3,46,100,97054.36882230346
41,5,13,3,2,2,0,59,50,71640.97799819455
55,3,3,4,2,0,2,43,0,55587.30372067308
24,5,35,3,1,2,1,56,50,103257.23438782145
32,2,2,2,1,3,2,36,50,41929.84364889353
48,2,4,3,0,2,2,49,100,49082.263508836586
50,3,24,2,2,2,4,43,0,74477.02559724072
35,5,30,4,0,3,2,38,0,99174.28704088021
49,2,10,5,0,3,2,58,0,64308.25062100072
35,3,7,5,1,0,1,39,50,70074.50309881872
31,5,25,3,2,4,3,55,50,87548.02107019153
36,3,1,1,0,2,3,40,100,34911.674244364905
35,5,27,3,0,1,3,59,0,90570.14516203682
31,2,9,2,1,4,4,40,0,55034.542053243385
27,3,38,2,1,3,2,56,50,99374.35776937206
39,2,36,4,1,2,0,48,50,100910.77325877364
22,3,38,3,0,0,0,58,50,102273.86740128862
35,1,20,4,2,1,1,57,0,78733.87825082832
49,2,27,1,1,4,4,42,0,73048.97824402388
42,2,37,5,1,2,4,39,100,110251.18797631083
47,4,32,5,2,3,2,45,100,104887.24811807423
59,2,10,3,0,4,0,39,0,58837.262265405945
24,5,0,4,0,1,4,39,100,57283.72823507332
39,3,32,4,2,3,1,57,50,97731.18643042933
59,1,2,1,1,1,0,41,100,31658.81158395105
20,5,25,4,2,2,4,30,50,97026.80476154039
49,5,14,2,0,4,2,57,100,65378.77839027893
40,5,13,2,0,0,2,47,0,65169.21694385012
39,5,22,2,1,2,2,49,50,82218.05050549691
25,1,7,3,1,2,2,57,100,53605.39648634023
41,4,35,2,2,0,0,57,0,95336.82979390262
37,2,19,2,0,0,0,40,50,67574.2553304251
27,5,5,5,0,3,4,36,50,71375.06561272636
58,2,32,3,2,1,1,43,0,93797.70303043269
51,2,27,2,1,2,3,37,0,78549.06976372252
52,5,37,1,0,3,3,59,50,97334.85721619434
35,4,29,2,0,3,2,33,0,85359.59924041307
31,2,16,3,1,2,4,32,100,68550.7162196385
57,3,8,4,0,1,3,39,100,64402.71999070877
53,2,27,5,1,0,3,38,50,93077.0067990851
33,5,6,5,2,2,3,44,50,68077.93428964604
55,1,27,3,1,1,3,37,100,81438.80123524589
